BSN;Name;PLZ;Adresse;Telefon;Fax;eMail;Internet
03G14;Bornholmer Grundschule;10439;Ibsenstr. 17;4458763;44719469;bornholmer14@t-online.de;http://www.bornholmer-grundschule.de
03G15;Schule am Senefelderplatz;10435;Sch__user Allee 165;4468900;44689013;03G15@03G15.schule.berlin.de;http://www.schule-am-senefelderplatz.de
03G16;Grundschule am Teutoburger Platz;10119;Templiner Str. 1-3;44358050;44358051;schulleitung@teute.schule.berlin.de;http://www.schule-am-teute.de
03G17;Grundschule am Weiߥn See;13088;Falkenberger Str. 31;9269462;34353387;03G17@03G17.schule.berlin.de;http://grundschule-am-weissen-see.de
03G18;Picasso-Grundschule;13088;Gounodstr. 71;9606660;96066621;sekretariat@picasso.schule.berlin.de;http://www.picasso-grundschule.de
03G20;Grundschule im Moselviertel;13088;Brodenbacher Weg 31;9250976;92375652;sekretariat@mosel.schule.berlin.de;http://www.moselschule.de
03G21;Grundschule unter den B䵭en;13129;Alt-Blankenburg 26;4743325;47487607;gudbaeumen@t-online.de;http://www.gudbaeumen.de
03G22;Grundschule am Wasserturm;13089;Tino-Schwierzina-Str. 66;4720176;47033360;gsamwasserturm@freenet.de;http://www.grundschule-am-wasserturm.com/
03G23;Grundschule Alt-Karow;13125;Bahnhofstr. 32;94794970;94794975;grundschule-alt-karow@gmx.de;http://www.grundschule-alt-karow.de
03G24;Grundschule im Panketal;13125;Achillesstr. 31;94794920;9479492231;gs-im-panketal@gmx.de;http://www.grundschule-im-panketal.de
03G25;Carl-Humann-Grundschule;10439;Scherenbergstr. 7;4441580;44719045;humann-grundschule@gmx.de;
03G26;Arnold-Zweig-Grundschule;13187;Wollankstr. 131;49790970;49790979;sekretariat@arnold-zweig.schule.berlin.de;http://www.arnold-zweig-grundschule.com
03G27;Elizabeth-Shaw-Grundschule;13187;Grunowstr. 17;49301190;49301199;Sekretariat@shaw.schule.berlin.de;http://shaw-grundschule.de
03G28;Hasengrund-Schule (Grundschule);13156;Hermann-Hesse-Str. 48-52;47402940;47402941;sekretariat@hasengrund.schule.berlin.de;http://hasengrund.edupage.org
03G29;Grundschule Am Sandhaus;13125;Wiltbergstr. 37-39;9490046;9490036;sekretariat@sandhaus.schule.berlin.de;
03G32;Grundschule an den Buchen;13156;Wilhelm-Wolff-Str. 19;91699460;91699461;sekretariat-gsbuchen@gmx.de;http://www.gs-buchen.de
03G33;Jeanne-Barez-Schule (Grundschule);13127;Hauptstr. 66;47498931;47498938;sekretariat@jeaba.de;http://www.jeanne-barez-schule.de
03G34;Mendel-Grundschule;13187;Stiftsweg 3;47607910;476079911;mendel-schule@t-online.de;
03G35;Platanengrundschule;13159;Hauptstr. 20;9131120;47411973;platanengrundschule@gmx.de;
03G36;Elisabeth-Christinen-Grundschule;13156;Buchholzer Str. 3;40058920;40058921;Sekretariat@03G36.schule.berlin.de;ecg.schule
03G37;Klecks-Grundschule;13187;Brixener Str. 40;47901920;47901921;sekretariat@klecks-grund.schule.berlin.de;
03G38;Grundschule im Blumenviertel;10407;Syringenplatz 30;42850870;42850872;03G38@03G38.schule.berlin.de;http://www.grundschule-im-blumenviertel.de
03G39;Grundschule Wolkenstein;13189;Neumannstr. 65;47901890;47901891;sekretariat@wolkenstein.schule.berlin.de;http://www.gs-wolkenstein.de
03G40;Schule am Birkenhof;13127;Arnouxstr. 18;474029100;47411448;sekretariat@birkenhof.schule.berlin.de;http://www.schule-am-birkenhof.de
03G41;Trelleborg-Schule (Grundschule);13189;Eschengraben 40;479018611;479018618;trelleborg-schule@t-online.de;http://www.trelleborg-schule.de
03G43;Grundschule Wilhelmsruh;13158;Lessingstr. 44;91645320;91645328;sekretariat@grundschule-wilhelmsruh.de;http://www.grundschule-wilhelmsruh.de
03G44;Georg-Zacharias-Grundschule;13088;Sulzfelder Str. 15;9269089;9252784;44.Grundschule-Pankow@web.de;http://44gspankow.be.schule.de
03G45;Grundschule im Hofgarten;10435;Danziger Str. 50;40301657;40301667;sekretariat@hofgarten.schule.berlin.de;http://www.grundschuleimhofgarten.de
03G46;Grundschule im Eliashof;10437;Senefelderstr. 6;40504800;40301889;sekretariat@03g46.schule.berlin.de;
03G47;47. Schule (Grundschule);13187;Mendelstr. 54;47607930;47607931;info@schuleanderstrauchwiese.de;http://www.schuleanderstrauchwiese.de
03G48;48. Schule (Grundschule);10407;Conrad-Blenkle-Str. 20;43770573;;03G48@03G48.schule.berlin.de;http://www.03g48.de
03G49;49. Schule (Grundschule) (Neugrndung zum 01.08.2022);13085;Rennbahnstr. 45;;;;
03G50;50. Schule (Grundschule) (Neugrndung zum 01.08.2022);13125;Karower Chaussee 97;;;;
03K01;Kurt-Schwitters-Schule;10405;Greifswalder Str. 25;42847841;42847869;ksoberlin.cids@t-online.de;http://www.kurt-schwitters.schule
03K02;Kurt-Tucholsky-Schule (Integrierte Sekundarschule);13189;Neumannstr. 9-11;4799000;479900122;sekretariat1@kto-berlin.de;http://www.kto-berlin.de
03K03;Konrad-Duden-Schule (Integrierte Sekundarschule);13156;Rolandstr. 35;4450959;44738903;kontakt@isskd.de;http://www.isskd.de
03K04;Gustave-Eiffel-Schule;10409;Hanns-Eisler-Str. 78-80;42809070;4280907109;sekretariat@ges.schule.berlin.de;http://www.gustave-eiffel-schule.de/
03K05;Heinz-Brandt-Schule;13086;Langhansstr. 120;9251208;9253132;kontakt@heinz-brandt-schule.de;http://www.heinz-brandt-schule.de
03K06;Reinhold-Burger-Schule;13187;Neue Sch__lzer Str. 32;49979940;49979948;Sekretariat@03k06.schule.berlin.de;http://www.reinhold-burger-schule.de
03K07;Tesla-Schule (Gemeinschaftsschule);10407;Rudi-Arndt-Str. 18;4212230;4235995;sekretariat@tesla-schule.de;http://www.tesla-schule.de
03K08;Hagenbeck-Schule;13086;Gustav-Adolf-Str. 60;96275050;96275053;info@hagenbeck-schule.de;http://www.hagenbeck-schule.de
03K09;Janusz-Korczak-Schule (Integrierte Sekundarschule);13187;Dolomitenstr. 94;47909940;47909949;Janusz-Korczak-OR@web.de;
03K10;Hufeland-Schule (Integrierte Sekundarschule);13125;Walter-Friedrich-Str. 16-18;94800610;94800618;sekretariat@hufelandschule.berlin;http://www.hufelandschule.berlin
03K11;Wilhelm-von-Humboldt-Gemeinschaftsschule;10439;Erich-Weinert-Str. 70;411983970;411983979;sekretariat@wvh-gemeinschaftsschule.de;http://wvh-gemeinschaftsschule.de
03P03;Schulen Christburg Campus Prenzlauer Berg;10405;Christburger Str. 14;4431237170;4431237179;Geschaeftsfuehrung@Christburg-Campus.de;http://www.christburg-campus.de
03P08;Katholisches Schulzentrum Edith Stein;10405;Greifswalder Str. 18;4243930;42439326;KS-edithstein@t-online.de;http://www.schulzentrum-edithstein.de
03P10;Katholische Theresienschule (Gymnasium);13086;Behaimstr. 29;9246425;9246262;Theresienschule@t-online.de;http://www.Theresienschule.de
03P11;Stephanus-Schule;13086;Albertinenstr. 20;96249751;96249758;katrin.leisterer@stephanus.org;http://www.stephanus-schule.de
03P12;Evangelische Schule Pankow (Grundschule);13187;Galenusstr. 60 a;47498940;47498949;info@ev-schule-pankow.de;http://www.ev-schule-pankow.de
03P13;Freie Schule Pankow (Integrierte Sekundarschule);13156;Grabbeallee 66;4733083;47300129;info@freie-schule-pankow.de;http://www.freie-schule-pankow.de
03P14;Freie Grundschule Pfefferwerk;10439;Sch__ieߥr Str. 7;44717305;44717306;grundschule@pfefferwerk.de;http://freie-grundschule.de
03P15;AUCOTEAM GmbH;10407;Storkower Str. 115 A;42188661;4286259;berufsfachschule@aucoteam.de;http://www.aucoteam-berufsfachschule.de
03P18;dreieins-Grundschule Berlin-Pankow;13088;Bizetstr. 64;92092220;92092931;grundschule-pankow@dreieins.org;http://www.dreieins.org/pankow
03P20;SchuleEins (Gemeinschaftsschule);13187;Berliner Str.120/121;475966930;4759669320;sekretariat.speicher@schuleeins.de;http://www.schuleeins.de
03P21;Freie Integrative Montessori Grundschule Pankow;13187;Hadlichstr. 2;50019130;500191929;montessori-schule-pankow@karuna-ev.de;http://www.montessori-p䤡gogik-pankow.de
03P22;Klax-Gemeinschaftsschule;13189;Neumannstr. 13 A;92109646;34745169;info@klax-schule.de;http://www.klax-schule.de
03P23;Freie Naturschule im StadtGUT (Grundschule);13159;Hauptstr. 26;40058302;;kontakt@freie-naturschule-stadtgut.de;http://www.freie-naturschule-stadtgut.de
03P24;Ting-Schule (Integrierte Sekundarschule);13189;Berliner Str. 100;47004506;47004529;ting@ting-schule.de;http://www.ting-schule.de
03P26;Lauder Beth-Zion Schule (Gemeinschaftsschule);10405;Rykestr. 53;440131620;440131629;sekretariat@team.lauderschule.de;http://www.lauderschule.de
03P27;Klax Berufsakademie;13086;Langhansstr. 74B;6665470;47796204;info@klax-ausbildung.de;http://www.klax-ausbildung.de
03P28;Platanus Schule Berlin (Gemeinschaftsschule);13187;Berliner Str. 12;49004880;490048809;info@platanus-schule.de;http://www.platanus-schule.de
03P30;Freie Waldorfschule am Prenzlauer Berg;10409;Grtelstr. 16;42082010;420820117;weiss@schulemachen.com;http://www.schulemachen.com
03P32;Montessori-Gemeinschaftsschule Berlin Buch;13125;"Wiltbergstr. 90; Haus 23";911464900;911464909;info@karuna-mgbb.de;http://www.montessori-berlin-buch.de
03P33;Evangelische Schule Berlin Buch (Grundschule);13125;Wiltbergstr. 50;31958200;31958199;buero@ev-schule-buch.de;http://www.ev-schule-buch.de
03P36;WETEK - Fachschule fr Sozialp䤡gogik;10119;Christinenstr. 18-19;44383360;44383369;fachschule@wetek.de;http://www.wetek.de
03P37;Berlin Bilingual School (Integrierte Sekundarschule);13189;Granitzstr. 38A;44383248;;info@berlin-bilingual.de;http://www.berlin-bilingual-school.de
03P38;S.K.O.U.T. - Fachschule fr Sozialp䤡gogik;10405;Marienburger Str. 18;484947111;484947123;info@s-k-o-u-t.de;http://www.s-k-o-u-t.de
03P39;Stephanus-Grundschule;13086;Parkstr. 22;96249231;;mathilda.blasczyk@stephanus.org;http://www.stephanus-bildung.de
03P40;SAfS - Spektrum Akademie fr Sozialp䤡gogik;13089;Tino-Schiwerzina-Str. 32;24531905;;info@safs-berlin.de;
03P41;Naturschule am Brosepark;13156;Dietzgenstr. 49;17634341136;;kontakt@naturschule-im-stadtgut.de;http://www.naturschule-am-brosepark.de
03P42;Weiterdenker-Fachschule fr Sozialp䤡gogik;10435;Danziger Str. 50;868001030;;kontakt@ifbw.info;http://www.kubibe.de
03P43;Pfefferwerk - Fachschule fr Sozialp䤡gogik;10119;Christinenstr. 18/19;44383721;44383100;info@pfefferwerk-akademie.de;http://www.pfefferwerk-akademie.de
03P44;St. Hildegard Akademie gGmbH;13158;Hertzstr. 67;41206760;412067615;info@hildegard-akademie-berlin.de;
03P45;PepperMont Freie Sekundarschule fr ganzheitliches Lernen;10409;Greifswalder Str. 88;15780528194;44383108;peppermont@pfefferwerk.de;http://www.pfefferwerk.de
03S03;Helene-Haeusler-Schule;10405;Mendelssohnstr. 10;47377641;47377640;sekretariat@helene-haeusler.schule.berlin.de;http://www.helene-haeusler-schule.de
03S06;Schule am Birkenhof;13127;Arnouxstr. 18;474029100;47411448;sekretariat@birkenhof.schule.berlin.de;http://www.schule-am-birkenhof.de
03S08;Panke-Schule;13187;Klaustaler Str. 21;47607920;47607921;kontakt@panke-schule.de;http://www.panke-schule.de
03S09;Schule an der Strauchwiese;13187;Mendelstr. 54;47607930;47607931;info@schuleanderstrauchwiese.de;http://www.schuleanderstrauchwiese.de
03S10;Marianne-Buggenhagen-Schule;13125;Ernst-Busch-Str. 29;9487880;94878827;info.mbs-berlin@t-online.de;
03Y03;K䴨e-Kollwitz-Gymnasium;10439;Dunckerstr. 65-66;4447671;4459794;sekretariat@kkos.net;http://www.kkos.net
03Y04;Heinrich-Schliemann-Gymnasium;10439;Dunckerstr. 64;4468950;446895106;schulleitung@hsg-berlin.de;http://www.hsg-berlin.de
03Y08;Carl-von-Ossietzky-Gymnasium;13187;G__hstr. 42-44;49400390;49400391;sekretariat@cvo.berlin;http://cvo.berlin
03Y10;Rosa-Luxemburg-Gymnasium;13189;Kissingenstr. 12;91607730;91607731;sekretariat@rlg.berlin;http://www.rlo-berlin.de
03Y13;Felix-Mendelssohn-Bartholdy-Gymnasium;10407;Pasteurstr. 7;420827400;420827404;sekretariat@fmbg.schule.berlin.de;http://www.fmbg-berlin.de
03Y14;Primo-Levi-Gymnasium;13086;Pistoriusstr. 133;9290168111;9290168110;sekretariat@plg-berlin.de;http://www.plg-berlin.de
03Y15;Max-Delbrck-Gymnasium;13156;Kuckhoffstr. 2;47596720;4759672110;sekretariat@max-delbrueck-gymnasium.de;http://www.Max-Delbrck-Gymnasium.de
03Y16;Robert-Havemann-Gymnasium;13125;Achillesstr. 79;94878511;94878519;03Y16@03Y16.schule.berlin.de;http://www.robert-havemann-gymnasium.de
03Y17;Gymnasium am Europasportpark;10407;Kniprodestr. 29;405771260;405771269;sekretariat@gesp-berlin.de;http://www.gesp-berlin.de
04A04;Charlotte-Wolff-Kolleg;10627;Pestalozzistr. 40-41;902928825;902928858;Leitung@charlotte-wolff-kolleg.de;http://www.charlotte-wolff-kolleg.de
04A06;Peter-A.-Silbermann-Schule;10713;Blissestr. 22;89745160;89745169;info@abendgymnasium.de;http://www.abendgymnasium.de
04A08;Sportschule im Olympiapark - Poelchau-Schule;14053;Prinz-Friedrich-Karl-Weg 1;30063300;30063308;kontakt@sportschule-olympiapark-poelchau.de;http://www.sportschule-olympiapark-poelchau.de
04B01;Loschmidt-Oberschule;10587;Loschmidtstr. 19;34505810;34505840;zentrale@loschmidt-oberschule.de;http://www.loschmidt-oberschule.de
04B02;Hans-Litten-Schule (OSZ Recht und Wirtschaft);14059;Danckelmannstr. 26-28;3030170;30301752;leitung@hans-litten-schule.de;http://www.hans-litten-schule.de
04B03;OSZ Kraftfahrzeugtechnik;10585;Gierkeplatz 1-3;90198600;90198610;info@osz-kfz.de;http://www.osz-kfz.de
04B04;Ruth-Cohn-Schule (OSZ Sozialwesen);10625;Bismarckstr. 20;34506714;34506740;04B04@osz-rcs.de;http://www.osz-ruth-cohn.de
04B05;Anna-Freud-Schule (OSZ Sozialwesen);13627;Halemweg 22;36417810;36417820;04B05@04B05.schule.berlin.de;http://www.anna-freud-osz.de
04B06;Leopold-Ullstein-Schule (OSZ Wirtschaft);10715;Prinzregentenstr. 32;85758533;85758550;info@leopold-ullstein-schule.de;http://www.leopold-ullstein-schule.de
04B07;OSZ K__rpflege;10625;Schillerstr. 120;8649700;86497051;info@osz-koerperpflege.de;http://www.osz-koerperpflege.de
04B08;Kl䲥-Bloch-Schule;10715;Prinzregentenstr. 60;85758939;85758937;buero@klaere-bloch-schule.de;http://www.klaere-bloch-schule.de
04G01;Eichendorff-Grundschule;10625;Goethestr. 19;437272270;4372722729;sekretariat@eichendorff.schule.berlin.de;http://www.eichendorff-grundschule-berlin.de
04G02;Lietzensee-Grundschule;14057;Witzlebenstr. 34-35;30830630;308306363;sekretariat@lietzenseeschule.schule.berlin.de;http://www.lietzenseeschule.de
04G04;Joan-Mir󭇲undschule;10623;Bleibtreustr. 43;902928100;;mail@joan-miro-grundschule.de;http://www.joan-miro-grundschule.de
04G05;Dietrich-Bonhoeffer-Grundschule;14050;Spandauer Damm 205-215;303284510;3032845129;Sekretariat@dibog.schule.berlin.de;
04G06;Wald-Grundschule;14055;Waldschulallee 83-93;902926900;902926917;sekretariat@wald-grundschule.de;http://wald-grundschule.de
04G07;Ludwig-Cauer-Grundschule;10587;Cauerstr. 36-38;902925700;902925707;04G07@04G07.schule.berlin.de;http://www.cauerschule.de
04G08;Mierendorff-Grundschule;10589;Mierendorffstr. 20-24;902927508;902927550;04G08@04G08.Berlin.Schule.de;http://www.mierendorff-grundschule.de
04G09;Erwin-von-Witzleben-Grundschule;13627;Halemweg 34;666290910;666290929;schulleitung@erwin-von-witzleben.schule.berlin.de;
04G11;Helmuth-James-von-Moltke-Grundschule;13627;Heckerdamm 221;348068910;3480689129;sekretariat@moltke.schule.berlin.de;http://www.moltke-grundschule.de
04G12;Schinkel-Grundschule;10585;Nithackstr. 8;902924000;902924040;sekretariat@schinkel.schule.berlin.de;http://www.schinkel-grundschule.de
04G13;Nehring-Grundschule;14059;Nehringstr. 9-10;902924300;902924343;sekretariat@nehring.schule.berlin.de;http://www.nehring-grundschule.de
04G14;Reinhold-Otto-Grundschule;14050;Leistikowstr. 7-8;3641050120;3641050124;04G14@04G14.schule.berlin.de;http://www.reinhold-otto.de
04G15;Charles-Dickens-Grundschule;14055;Dickensweg 15;30328680;303286819;sekretariat@charles-dickens.schule.berlin.de;http://www.charles-dickens-gs.de
04G17;Johann-Peter-Hebel-Grundschule;10719;Emser Str. 50;860085210;8600852129;sekretariat@hebelschule-berlin.de;http://www.hebelschule-berlin.de
04G18;Ernst-Habermann-Grundschule;10715;Prinzregentenstr. 33-34;81462460;814624629;schule@ernst-habermann.de;http://www.ernst-habermann.de
04G19;Grundschule am Rdesheimer Platz;14197;Rdesheimer Str. 24-30;902917010;902917033;Sekretariat@garp.schule.berlin.de;http://www.garp-schule.de
04G20;Katharina-Heinroth-Grundschule;10709;Mnstersche Str. 15-17;8904395111;8904395129;sekretariat@katharina-heinroth-grundschule.de;http://katharina-heinroth-grundschule.de
04G21;Halensee-Grundschule;10711;Joachim-Friedrich-Str. 35-36;8902860;89028630;sekretariat@halensee.schule.berlin.de;http://www.Halensee-Grundschule.de
04G22;Grunewald-Grundschule;14193;Delbrckstr. 20 A;89049690;890496919;sekretariat@grunewald.schule.berlin.de;http://www.grunewald-grundschule.de
04G23;Alt-Schmargendorf-Grundschule;14199;Reichenhaller Str. 8;810567670;8105676729;schulleitung@asg.schule.berlin.de;http://www.alt-schmargendorf-grundschule.de
04G24;Carl-Orff-Grundschule;14199;Berkaer Str. 9-10;902922809;902922805;sekretariat@carl-orff-gs.de;http://www.carl-orff-gs.de
04G25;Cecilien-Schule (Grundschule);10717;Nikolsburger Platz 5;8639050;86390570;04G25@04G25.schule.berlin.de;http://www.cecilien-schule.de
04G26;Birger-Forell-Grundschule;10715;Koblenzer Str. 22-24;8577180;85771877;sekretariat@birger-forell.schule.berlin.de;http://www.birger-forell-grundschule.de
04G27;Judith-Kerr-Grundschule;14199;Friedrichshaller Str. 13;8979940;89799418;verwaltung@04G27.schule.berlin.de;http://www.judith-kerr-grundschule.de
04K02;Friedensburg-Schule;10623;Goethestr. 8-9;902917804;902917898;sekretariat@fosbe.de;http://www.fosbe.de
04K03;Robert-Jungk-Schule;10707;S䣨sische Str. 58;8639280;863928299;schulleitung@r-j-o.de;http://www.Robert-Jungk-Oberschule.de
04K04;Nelson-Mandela-Schule;10719;Pfalzburger Str. 30;86395370;863953719;schulleitung@nelson-mandela-schule.net;http://www.nelson-mandela-schule.net
04K05;Paula-Frst-Schule (Gemeinschaftsschule);10629;Sybelstr. 20-21;902927220;902927250;sekretariat@paula-fuerst.schule.berlin.de;http://www.paula-fuerst-gemeinschaftsschule.de
04K06;Schule am Schloss (Integrierte Sekundarschule);14059;Schlo߳tr. 55 A;902924110;902924132;sekretariat@schuleamschloss.de;http://www.schuleamschloss.de
04K07;Integrierte Sekundarschule Wilmersdorf;14199;Kranzer Str. 3;897845910;8978459129;sekretariat@sekundarschule-wilmersdorf.berlin.schule.de;http://www.sekundarschule-wilmersdorf.de
04K08;Peter-Ustinov-Schule;14057;Kuno-Fischer-Str. 22-26;303286610;303286630;sekretariat@peter-ustinov-schule.de;http://www.peter-ustinov-schule.de
04K09;Otto-von-Guericke-Schule (Integrierte Sekundarschule);10709;Eisenzahnstr. 47-48;860085310;8600853129;kontakt@ovgos.de;http://www.ovgos.de
04K10;Wangari-Maathai-Internationale-Schule;10715;Babelsberger Str. 24;85758945;85758940;secretary@wangari-maathai-schule.de;http://wangari-maathai-schule.jimdofree.com
04P01;Katholische Schule Herz Jesu (Grundschule);14055;Insterburgallee 8-10;33007010;330070129;sekretariat@kshj.schulerzbistum.de;http://www.herz-jesu-schule.de
04P02;Schele-Schule (Grundschule);14052;Olympische Str. 23;3044990;98352334;buero@Schele-Schule.de;http://www.Schele-Schule.de
04P03;Heinz-Galinski-Schule (Grundschule);14055;Waldschulallee 73-75;3011940;30119444;kontakt@hgsberlin.de;http://www.hgsberlin.de
04P04;Katholische Schule Liebfrauen (Gymnasium);14050;Ahornallee 33;30613013;30613014;sekretariat@ksl.schulerzbistum.de;http://www.KSLiebfrauen.de
04P05;Evangelische Schule Charlottenburg (Integrierte Sekundarschule);10587;Guerickestr. 4-6;343571610;343571620;sekretariat@ev-schule-charlottenburg.de;http://www.ev-schule-charlottenburg.de
04P09;IFAG Institut fr angewandte Gerontologie;10585;Haubachstr. 8;3415034;3482303;info@ifag-berlin.de;http://www.ifag-berlin.de
04P10;Katholische Schule Sankt Ludwig (Grundschule);10719;Dsseldorfer Str. 13;8824867;8824868;kontakt@ludwig-gs.de;http://ludwig-gs.de
04P11;Evangelisches Gymnasium zum Grauen Kloster;14193;Salzbrunner Str. 41;8254011;8254012;sekretariat@graues-kloster.de;http://www.graues-kloster.de
04P12;Annie-Heuser-Schule;10709;Eisenzahnstr. 37;86393061;86393063;schule@annie-heuser-schule.de;http://www.annie-heuser-schule.de
04P15;Freie Schule Charlottenburg;14052;Frankenallee 6;89409930;89060908;info@freie-schule-charlottenburg.de;http://www.freie-schule-charlottenburg.de
04P20;Rackow-Schulen Berlin;10623;Fasanenstr. 81;31504243;31504244;info@rackow-berlin.de;http://www.rackow-schulen.de
04P21;Evangelische Schule Wilmersdorf (Grundschule);10707;Brandenburgische Str. 51;81826980;89728334;info@evgruwi.de;http://www.evgruwi.de
04P22;Erste Aktivschule Charlottenburg (Grundschule);10587;Alt-Lietzow 31;30366968;30366967;kontakt@aktivschule-berlin.de;http://www.aktivschule-charlottenburg.de
04P23;Jdische Traditionsschule;14052;Spandauer Damm 220;32678897;32678833;heike.michalak@jschule.de;http://www.jschule.de
04P24;Moser-Schule - Schweizer Gymnasium;14052;Badenallee 31-32;30838282;30838288;info@moserschule.de;http://www.moserschule.de
04P27;Schule am Westend;14050;Spandauer Damm 130;30355970;30355979;k.schicke@zspr.de;http://www.zspr.de
04P35;Mentora Gymnasium;10587;Salzufer 6;81058080;;info@mentora-gymnasium.de;http://www.mentora-gymnasium.de
04P37;Campus Berufsbildung e.V.;10627;Wilmersdorfer Str. 126-127;420827900;;d.hoffmeister@campus-bb.de;http://www.campus-berlin.de
04P39;Berlin British School (Grundschule);14055;Dickensweg 17-19;35109190;35109199;info@berlinbritishschool.de;http://www.berlinbritishschool.de
04P40;Berlin British School (Integrierte Sekundarschule);14055;Am Postfenn 31;35109180;35109189;info@berlinbritishschool.de;http://www.berlinbritishschool.de
04P41;Freudberg Gemeinschaftsschule;10717;Bundesallee 35;68400951;3309990002;melanie.thoelldte@freudbergschule.de;http://www.freudbergschule.de
04P42;Private Kant-Schule - Berlin International School;14195;Lentzeallee 8/14;82007790;82007799;office@berlin-international-school.de;http://www.berlin-international-school.de
04P45;Jewish International School - Masorti-Grundschule;10629;Roscherstr. 6;85607780;85607781;schule@masorti.de;http://www.masorti.de
04S02;Arno-Fuchs-Schule;10585;Richard-Wagner-Str. 30;902913250;902913259;r.gehret@arno-fuchs-schule.de;http://www.arno-fuchs-schule.de
04S04;Reinfelder-Schule;14055;Maik䦥rpfad 30;902925050;902925064;post@reinfelder-schule.de;http://www.reinfelder-schule.de
04S05;Ernst-Adolf-Eschke-Schule fr Geh__se;14055;Waldschulallee 29;902925000;902925033;post@eaeschule.de;http://www.eschke-schule.de
04S06;Finkenkrug-Schule;10713;Mannheimer Str. 21-22;8277060;82770618;sekretariat@finkenkrug.schule.berlin.de;http://finkenkrug-berlin.de
04S07;Comenius-Schule;10713;Gieselerstr. 4;8649950;86499518;schulleitung@schule-comenius.de;http://www.schule-comenius.de
04Y01;Schiller-Gymnasium;10625;Schillerstr. 125-127;902925920;902925841;sekretariat@sgym.schule.berlin.de;http://www.sgym.de
04Y02;Wald-Gymnasium;14055;Waldschulallee 95;902926930;902926925;waldgymnasium@gmx.de;http://www.waldgymnasium.de
04Y03;Sophie-Charlotte-Gymnasium;10629;Sybelstr. 2;902928600;902928660;sekretariat@scg.schule.berlin.de;http://www.scgberlin.de
04Y04;Gottfried-Keller-Gymnasium;10589;Olbersstr. 38;902927310;902927362;kontakt@gks-berlin.de;http://www.gks-berlin.de
04Y05;Herder-Gymnasium;14052;Westendallee 45-46;902927800;902927821;sekretariat@herder-gymnasium.eu;http://www.herder-gymnasium.eu
04Y06;Heinz-Berggruen-Gymnasium;14052;Bayernallee 4;902928702;902928720;info@hbgym.de;http://hbgym.de
04Y07;Friedrich-Ebert-Gymnasium;10713;Blissestr. 22;8974510;89745124;danz@feo-berlin.de;http://feo.schule.de
04Y08;Hildegard-Wegscheider-Gymnasium;14193;Lassenstr. 16-20;89745420;8974542129;wegscheider-gymnasium@gmx.de;http://www.wegscheider-gymnasium.de
04Y09;Walther-Rathenau-Gymnasium;14193;Herbertstr. 2-6;8902990;89029918;sekretariat@wrg.schule.berlin.de;http://www.wrs-berlin.de
04Y10;Marie-Curie-Gymnasium;10715;Weimarische Str. 21;8599497110;8599497129;schulleitung@mcg-berlin.de;http://www.mcg-berlin.de
04Y11;Goethe-Gymnasium;10717;Gasteiner Str. 23;8649960;8617680;info.goethe-gymnasium@t-online.de;http://goethe-gymnasium.berlin/
05A03;VHS Spandau - Harri-Reinert;13597;Carl-Schurz-Str. 59;902795006;902795836;sekretariat-zbw@vhs-spandau.de;http://www.vhs.berlin.de
05B01;OSZ TIEM (Technische Informatik, Industrieelektronik und EnergieManagement);13599;Goldbeckweg 8-14;3549460;35494614;info@osztiem.de;http://www.osztiem.de
05B02;Knobelsdorff-Schule (OSZ Bautechnik I);13599;Nonnendammallee 140-143;335030;33503200;kontakt@knobelsdorff-schule.de;http://www.knobelsdorff-schule.de
05G01;Ernst-Ludwig-Heim-Grundschule;13597;Grunewaldstr. 8;3393870;33938721;elhg@web.de;
05G02;Grundschule am Eichenwald;13587;Gaismannshofer Weg 2;36758110;367581110;Grundschule_am_Eichenwald@t-online.de;
05G04;Klosterfeld-Grundschule;13583;Seegefelder Str. 125;37899040;378990444;05G04@05G04.schule.berlin.de;http://www.klosterfeld-grundschule.de
05G05;Christoph-F__rich-Grundschule;13595;F__richplatz 5;36208530;362085324;sekretariat@05g05.schule.berlin.de;http://www.foelleschule-berlin.de
05G06;Siegerland-Grundschule;13589;Hermann-Schmidt-Weg 4;3789110;378911111;sekretariat@siegerland-schule.de;http://www.siegerland-schule.de
05G07;Lynar-Grundschule;13585;Lutherstr. 19-20;3039850;30398525;info@lynar-grundschule.de;http://www.lynar-grundschule.de
05G08;Konkordia-Grundschule;13581;Elsflether Weg 26;33096560;330965619;05G08@05G08.schule.berlin.de;http://www.konkordia-grundschule.de
05G10;Grundschule am Birkenhain;13581;Seeburger Str. 59;3519360;35193624;info@grundschule-am-birkenhain.de;http://www.grundschule-am-birkenhain.de
05G11;Robert-Reinick-Grundschule;13629;Jungfernheideweg 33-49;36702460;367024622;sekretariat@05g11.schule.berlin.de;http://www.robert-reinick-grundschule.de
05G12;Grundschule am Weinmeisterhorn;13593;Daberkowstr. 27;36208520;362085210;gs.am.weinmeisterhorn@t-online.de;http://www.gsamweinmeisterhorn.schule-berlin.net
05G13;Bernd-Ryke-Grundschule;13599;Daumstr. 12;3548050;35480521;info@bernd-ryke-gs.de;http://www.bernd-ryke-gs.de
05G14;Linden-Grundschule;13591;Staakener Feldstr. 6-8;3647290;364729129;sekretariat@linden-gs.schule.berlin.de;http://www..linden-grundschule.de
